epoch,train_loss,val_score
1,0.4899435896058922,0.75
2,0.2996408928670156,0.9342105263157895
3,0.23815120783928914,0.9210526315789473
4,0.12544380079925105,0.9473684210526316
5,0.10715834425393995,0.9342105263157895
6,0.07104202058918528,0.881578947368421
7,0.07544284295994813,0.9342105263157895
8,0.11880749058963223,0.9342105263157895
9,0.01025562686150692,0.9342105263157895
10,0.001215505084726853,0.9342105263157895
11,0.0007968465739525979,0.9342105263157895
12,0.0004712642421427803,0.9342105263157895
13,0.0003885752318837814,0.9342105263157895
14,0.00026152325834102213,0.9342105263157895
15,0.0001908115177378638,0.9342105263157895
16,0.00015547411601499482,0.9342105263157895
17,0.00013706552332557942,0.9342105263157895
18,0.00010761993066216543,0.9342105263157895
19,8.27105237403232e-05,0.9342105263157895
20,7.745019324360605e-05,0.9342105263157895
21,6.354417697945583e-05,0.9342105263157895
22,6.28416512926676e-05,0.9342105263157895
23,4.9904065839361586e-05,0.9342105263157895
24,4.1000281177603926e-05,0.9342105263157895
25,3.7350187709397376e-05,0.9342105263157895
26,3.432251409395319e-05,0.9342105263157895
27,2.7952816643165644e-05,0.9342105263157895
28,2.720093566637798e-05,0.9342105263157895
29,2.2342359863508506e-05,0.9342105263157895
30,2.280088634433271e-05,0.9407894736842105
