epoch,train_loss,val_score
1,0.4936753428499678,0.874031007751938
2,0.3140936156034504,0.8953488372093023
3,0.19111306726333993,0.8895348837209303
4,0.15641106413790093,0.8682170542635659
5,0.07550038439905087,0.8895348837209303
6,0.021485995711749285,0.9031007751937985
7,0.13746310740337356,0.8682170542635659
8,0.04348365997544219,0.804263565891473
9,0.15789872205565397,0.8643410852713178
10,0.0066217542209215125,0.8643410852713178
11,0.0020423691318030906,0.8604651162790697
12,0.0008760040650843321,0.8604651162790697
13,0.0006612101944616913,0.8604651162790697
14,0.0004647035191604485,0.8604651162790697
15,0.0003924030251641019,0.8604651162790697
16,0.0003349045543534942,0.8604651162790697
17,0.0002881322435166745,0.8624031007751938
18,0.000246880469808394,0.8624031007751938
19,0.0002089059306430528,0.8624031007751938
20,0.00017029300175655355,0.8624031007751938
21,0.00015444502092215858,0.8624031007751938
22,0.00014241202681079137,0.8624031007751938
23,0.00012020806632847622,0.8624031007751938
24,0.00011203320889248567,0.8624031007751938
25,9.603543689967247e-05,0.8604651162790697
26,8.670320617128286e-05,0.8604651162790697
27,8.17956191971252e-05,0.8604651162790697
28,6.848228208130074e-05,0.8604651162790697
29,6.600895863355056e-05,0.8585271317829457
30,6.152488657651854e-05,0.8585271317829457
