slide_id,patient_id,file_name,path,file_size,read_ok,features_shape,coords_shape,coords_key,n_patches,feature_dim,has_coords,error
TCGA-VQ-A8PO-01Z-00-DX1.CAF2A0EE-75C7-4AB6-86AC-0397EE1B9FBE,TCGA-VQ-A8PO,TCGA-VQ-A8PO-01Z-00-DX1.CAF2A0EE-75C7-4AB6-86AC-0397EE1B9FBE.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A8PO-01Z-00-DX1.CAF2A0EE-75C7-4AB6-86AC-0397EE1B9FBE.h5,84854920,True,"[1, 13614, 1536]","[1, 13614, 2]",coords,13614,1536,True,
TCGA-VQ-A8PP-01Z-00-DX1.46FE6CC6-A47C-47D3-B21B-A17CF1DDAC76,TCGA-VQ-A8PP,TCGA-VQ-A8PP-01Z-00-DX1.46FE6CC6-A47C-47D3-B21B-A17CF1DDAC76.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A8PP-01Z-00-DX1.46FE6CC6-A47C-47D3-B21B-A17CF1DDAC76.h5,75378184,True,"[1, 12093, 1536]","[1, 12093, 2]",coords,12093,1536,True,
TCGA-VQ-A8PQ-01Z-00-DX1.D63AEF37-BAB9-4BFC-9F7E-33509A227B71,TCGA-VQ-A8PQ,TCGA-VQ-A8PQ-01Z-00-DX1.D63AEF37-BAB9-4BFC-9F7E-33509A227B71.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A8PQ-01Z-00-DX1.D63AEF37-BAB9-4BFC-9F7E-33509A227B71.h5,122553656,True,"[1, 19665, 1536]","[1, 19665, 2]",coords,19665,1536,True,
TCGA-VQ-A8PS-01Z-00-DX1.E93B2855-6350-4037-8C41-E781D887C790,TCGA-VQ-A8PS,TCGA-VQ-A8PS-01Z-00-DX1.E93B2855-6350-4037-8C41-E781D887C790.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A8PS-01Z-00-DX1.E93B2855-6350-4037-8C41-E781D887C790.h5,90779496,True,"[1, 14565, 1536]","[1, 14565, 2]",coords,14565,1536,True,
TCGA-VQ-A8PT-01Z-00-DX1.7A0E6C8F-E0D2-49AC-9C03-3C9B34EB0AE8,TCGA-VQ-A8PT,TCGA-VQ-A8PT-01Z-00-DX1.7A0E6C8F-E0D2-49AC-9C03-3C9B34EB0AE8.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A8PT-01Z-00-DX1.7A0E6C8F-E0D2-49AC-9C03-3C9B34EB0AE8.h5,148363248,True,"[1, 23807, 1536]","[1, 23807, 2]",coords,23807,1536,True,
TCGA-VQ-A8PU-01Z-00-DX1.8E355321-0F03-4EEF-80B1-9677982C9D2F,TCGA-VQ-A8PU,TCGA-VQ-A8PU-01Z-00-DX1.8E355321-0F03-4EEF-80B1-9677982C9D2F.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A8PU-01Z-00-DX1.8E355321-0F03-4EEF-80B1-9677982C9D2F.h5,63708472,True,"[1, 10220, 1536]","[1, 10220, 2]",coords,10220,1536,True,
TCGA-VQ-A8PX-01Z-00-DX1.A1886D51-DC33-4B5A-9C71-56E281F13F52,TCGA-VQ-A8PX,TCGA-VQ-A8PX-01Z-00-DX1.A1886D51-DC33-4B5A-9C71-56E281F13F52.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A8PX-01Z-00-DX1.A1886D51-DC33-4B5A-9C71-56E281F13F52.h5,89222936,True,"[1, 14315, 1536]","[1, 14315, 2]",coords,14315,1536,True,
TCGA-VQ-A8PY-01Z-00-DX1.EA2C7386-012A-442A-95B3-FFA12BD2684D,TCGA-VQ-A8PY,TCGA-VQ-A8PY-01Z-00-DX1.EA2C7386-012A-442A-95B3-FFA12BD2684D.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A8PY-01Z-00-DX1.EA2C7386-012A-442A-95B3-FFA12BD2684D.h5,115247840,True,"[1, 18492, 1536]","[1, 18492, 2]",coords,18492,1536,True,
TCGA-VQ-A8PZ-01Z-00-DX1.EE25BECD-7611-48EC-B78C-27F5E5BDD5DF,TCGA-VQ-A8PZ,TCGA-VQ-A8PZ-01Z-00-DX1.EE25BECD-7611-48EC-B78C-27F5E5BDD5DF.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A8PZ-01Z-00-DX1.EE25BECD-7611-48EC-B78C-27F5E5BDD5DF.h5,49851384,True,"[1, 7996, 1536]","[1, 7996, 2]",coords,7996,1536,True,
TCGA-VQ-A91A-01Z-00-DX1.B0F3EE79-4246-4534-9763-EB9C6D60F3AA,TCGA-VQ-A91A,TCGA-VQ-A91A-01Z-00-DX1.B0F3EE79-4246-4534-9763-EB9C6D60F3AA.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A91A-01Z-00-DX1.B0F3EE79-4246-4534-9763-EB9C6D60F3AA.h5,123630616,True,"[1, 19838, 1536]","[1, 19838, 2]",coords,19838,1536,True,
TCGA-VQ-A91D-01Z-00-DX1.B7E99494-FA16-42B5-AC1C-1498A7989111,TCGA-VQ-A91D,TCGA-VQ-A91D-01Z-00-DX1.B7E99494-FA16-42B5-AC1C-1498A7989111.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A91D-01Z-00-DX1.B7E99494-FA16-42B5-AC1C-1498A7989111.h5,125684344,True,"[1, 20167, 1536]","[1, 20167, 2]",coords,20167,1536,True,
TCGA-VQ-A91E-01Z-00-DX1.BF3BA276-5A18-4B45-881D-4523C42B5AD8,TCGA-VQ-A91E,TCGA-VQ-A91E-01Z-00-DX1.BF3BA276-5A18-4B45-881D-4523C42B5AD8.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A91E-01Z-00-DX1.BF3BA276-5A18-4B45-881D-4523C42B5AD8.h5,104649288,True,"[1, 16791, 1536]","[1, 16791, 2]",coords,16791,1536,True,
TCGA-VQ-A91K-01Z-00-DX1.42AFBDC4-809A-4245-8550-DE9B9A11F09F,TCGA-VQ-A91K,TCGA-VQ-A91K-01Z-00-DX1.42AFBDC4-809A-4245-8550-DE9B9A11F09F.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A91K-01Z-00-DX1.42AFBDC4-809A-4245-8550-DE9B9A11F09F.h5,72966712,True,"[1, 11706, 1536]","[1, 11706, 2]",coords,11706,1536,True,
TCGA-VQ-A91N-01Z-00-DX1.4F7CF3DD-8AAA-43DE-98C1-E44B2B5FB019,TCGA-VQ-A91N,TCGA-VQ-A91N-01Z-00-DX1.4F7CF3DD-8AAA-43DE-98C1-E44B2B5FB019.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A91N-01Z-00-DX1.4F7CF3DD-8AAA-43DE-98C1-E44B2B5FB019.h5,108379952,True,"[1, 17390, 1536]","[1, 17390, 2]",coords,17390,1536,True,
TCGA-VQ-A91Q-01Z-00-DX1.9928DA7E-B36D-4E5E-8F0F-BD41DA588DB9,TCGA-VQ-A91Q,TCGA-VQ-A91Q-01Z-00-DX1.9928DA7E-B36D-4E5E-8F0F-BD41DA588DB9.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A91Q-01Z-00-DX1.9928DA7E-B36D-4E5E-8F0F-BD41DA588DB9.h5,53065808,True,"[1, 8512, 1536]","[1, 8512, 2]",coords,8512,1536,True,
TCGA-VQ-A91S-01Z-00-DX1.11BCF3BE-4C79-4F6F-92B5-2C45190DBD86,TCGA-VQ-A91S,TCGA-VQ-A91S-01Z-00-DX1.11BCF3BE-4C79-4F6F-92B5-2C45190DBD86.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A91S-01Z-00-DX1.11BCF3BE-4C79-4F6F-92B5-2C45190DBD86.h5,165136128,True,"[1, 26499, 1536]","[1, 26499, 2]",coords,26499,1536,True,
TCGA-VQ-A91U-01Z-00-DX1.84D19359-4AC3-4C7A-BC5B-7B63173ABB60,TCGA-VQ-A91U,TCGA-VQ-A91U-01Z-00-DX1.84D19359-4AC3-4C7A-BC5B-7B63173ABB60.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A91U-01Z-00-DX1.84D19359-4AC3-4C7A-BC5B-7B63173ABB60.h5,57107856,True,"[1, 9161, 1536]","[1, 9161, 2]",coords,9161,1536,True,
TCGA-VQ-A91V-01Z-00-DX1.E271D33E-3E57-445D-8373-2386B56FE9A9,TCGA-VQ-A91V,TCGA-VQ-A91V-01Z-00-DX1.E271D33E-3E57-445D-8373-2386B56FE9A9.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A91V-01Z-00-DX1.E271D33E-3E57-445D-8373-2386B56FE9A9.h5,102216600,True,"[1, 16401, 1536]","[1, 16401, 2]",coords,16401,1536,True,
TCGA-VQ-A91W-01Z-00-DX1.E4878B45-586E-46F7-8113-8080149AC45D,TCGA-VQ-A91W,TCGA-VQ-A91W-01Z-00-DX1.E4878B45-586E-46F7-8113-8080149AC45D.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A91W-01Z-00-DX1.E4878B45-586E-46F7-8113-8080149AC45D.h5,74467760,True,"[1, 11947, 1536]","[1, 11947, 2]",coords,11947,1536,True,
TCGA-VQ-A91X-01Z-00-DX1.8D0815BF-2430-4471-881E-1E12357ACEA4,TCGA-VQ-A91X,TCGA-VQ-A91X-01Z-00-DX1.8D0815BF-2430-4471-881E-1E12357ACEA4.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A91X-01Z-00-DX1.8D0815BF-2430-4471-881E-1E12357ACEA4.h5,61491904,True,"[1, 9865, 1536]","[1, 9865, 2]",coords,9865,1536,True,
TCGA-VQ-A91Y-01Z-00-DX1.9401E1F3-4110-4F1E-99A0-36D4E1518650,TCGA-VQ-A91Y,TCGA-VQ-A91Y-01Z-00-DX1.9401E1F3-4110-4F1E-99A0-36D4E1518650.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A91Y-01Z-00-DX1.9401E1F3-4110-4F1E-99A0-36D4E1518650.h5,93190968,True,"[1, 14952, 1536]","[1, 14952, 2]",coords,14952,1536,True,
TCGA-VQ-A91Z-01Z-00-DX1.14F618B5-D177-4129-A7C1-99373536DE45,TCGA-VQ-A91Z,TCGA-VQ-A91Z-01Z-00-DX1.14F618B5-D177-4129-A7C1-99373536DE45.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A91Z-01Z-00-DX1.14F618B5-D177-4129-A7C1-99373536DE45.h5,75067168,True,"[1, 12043, 1536]","[1, 12043, 2]",coords,12043,1536,True,
TCGA-VQ-A922-01Z-00-DX1.445608A5-D4F1-44AB-8642-3C944D753D87,TCGA-VQ-A922,TCGA-VQ-A922-01Z-00-DX1.445608A5-D4F1-44AB-8642-3C944D753D87.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A922-01Z-00-DX1.445608A5-D4F1-44AB-8642-3C944D753D87.h5,104816256,True,"[1, 16818, 1536]","[1, 16818, 2]",coords,16818,1536,True,
TCGA-VQ-A923-01Z-00-DX1.86FE7ABA-9C93-4637-A71F-F3EBA2BB4BDF,TCGA-VQ-A923,TCGA-VQ-A923-01Z-00-DX1.86FE7ABA-9C93-4637-A71F-F3EBA2BB4BDF.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A923-01Z-00-DX1.86FE7ABA-9C93-4637-A71F-F3EBA2BB4BDF.h5,93153960,True,"[1, 14946, 1536]","[1, 14946, 2]",coords,14946,1536,True,
TCGA-VQ-A924-01Z-00-DX1.736B41F3-9678-4FAF-AE86-FCAC4F6DCBD3,TCGA-VQ-A924,TCGA-VQ-A924-01Z-00-DX1.736B41F3-9678-4FAF-AE86-FCAC4F6DCBD3.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A924-01Z-00-DX1.736B41F3-9678-4FAF-AE86-FCAC4F6DCBD3.h5,64923176,True,"[1, 10415, 1536]","[1, 10415, 2]",coords,10415,1536,True,
TCGA-VQ-A925-01Z-00-DX1.D9AB5ADD-B946-4994-A3F2-646888C69E0D,TCGA-VQ-A925,TCGA-VQ-A925-01Z-00-DX1.D9AB5ADD-B946-4994-A3F2-646888C69E0D.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A925-01Z-00-DX1.D9AB5ADD-B946-4994-A3F2-646888C69E0D.h5,123875832,True,"[1, 19877, 1536]","[1, 19877, 2]",coords,19877,1536,True,
TCGA-VQ-A927-01Z-00-DX1.F4ACCDED-FBF5-4900-B000-638B3015EBFA,TCGA-VQ-A927,TCGA-VQ-A927-01Z-00-DX1.F4ACCDED-FBF5-4900-B000-638B3015EBFA.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A927-01Z-00-DX1.F4ACCDED-FBF5-4900-B000-638B3015EBFA.h5,99364312,True,"[1, 15943, 1536]","[1, 15943, 2]",coords,15943,1536,True,
TCGA-VQ-A928-01Z-00-DX1.633B64F3-2F87-4C76-ABC4-4E03D04AF9EC,TCGA-VQ-A928,TCGA-VQ-A928-01Z-00-DX1.633B64F3-2F87-4C76-ABC4-4E03D04AF9EC.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A928-01Z-00-DX1.633B64F3-2F87-4C76-ABC4-4E03D04AF9EC.h5,82591480,True,"[1, 13251, 1536]","[1, 13251, 2]",coords,13251,1536,True,
TCGA-VQ-A92D-01Z-00-DX1.13EF7944-C276-4A3B-B9B3-7DC65A82AD60,TCGA-VQ-A92D,TCGA-VQ-A92D-01Z-00-DX1.13EF7944-C276-4A3B-B9B3-7DC65A82AD60.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A92D-01Z-00-DX1.13EF7944-C276-4A3B-B9B3-7DC65A82AD60.h5,104362576,True,"[1, 16745, 1536]","[1, 16745, 2]",coords,16745,1536,True,
TCGA-VQ-A94O-01Z-00-DX1.83040E68-904F-4F7E-B4E1-34C860098228,TCGA-VQ-A94O,TCGA-VQ-A94O-01Z-00-DX1.83040E68-904F-4F7E-B4E1-34C860098228.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A94O-01Z-00-DX1.83040E68-904F-4F7E-B4E1-34C860098228.h5,86599136,True,"[1, 13894, 1536]","[1, 13894, 2]",coords,13894,1536,True,
TCGA-VQ-A94P-01Z-00-DX1.83E87D6C-D210-4C06-BB5B-49A1F3E14EE0,TCGA-VQ-A94P,TCGA-VQ-A94P-01Z-00-DX1.83E87D6C-D210-4C06-BB5B-49A1F3E14EE0.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A94P-01Z-00-DX1.83E87D6C-D210-4C06-BB5B-49A1F3E14EE0.h5,30607608,True,"[1, 4908, 1536]","[1, 4908, 2]",coords,4908,1536,True,
TCGA-VQ-A94R-01Z-00-DX1.4F2367B3-6759-469C-90E5-0660102E86A6,TCGA-VQ-A94R,TCGA-VQ-A94R-01Z-00-DX1.4F2367B3-6759-469C-90E5-0660102E86A6.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A94R-01Z-00-DX1.4F2367B3-6759-469C-90E5-0660102E86A6.h5,61521096,True,"[1, 9869, 1536]","[1, 9869, 2]",coords,9869,1536,True,
TCGA-VQ-A94T-01Z-00-DX1.DEFEFBD0-CE26-4F75-B9C4-F55344A7CAA8,TCGA-VQ-A94T,TCGA-VQ-A94T-01Z-00-DX1.DEFEFBD0-CE26-4F75-B9C4-F55344A7CAA8.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A94T-01Z-00-DX1.DEFEFBD0-CE26-4F75-B9C4-F55344A7CAA8.h5,129729008,True,"[1, 20816, 1536]","[1, 20816, 2]",coords,20816,1536,True,
TCGA-VQ-A94U-01Z-00-DX1.5E27CE1E-CF07-4219-9536-D5F898E47A9B,TCGA-VQ-A94U,TCGA-VQ-A94U-01Z-00-DX1.5E27CE1E-CF07-4219-9536-D5F898E47A9B.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-A94U-01Z-00-DX1.5E27CE1E-CF07-4219-9536-D5F898E47A9B.h5,99805080,True,"[1, 16014, 1536]","[1, 16014, 2]",coords,16014,1536,True,
TCGA-VQ-AA64-01Z-00-DX1.90641552-B556-4020-AA11-21E754BD5891,TCGA-VQ-AA64,TCGA-VQ-AA64-01Z-00-DX1.90641552-B556-4020-AA11-21E754BD5891.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-AA64-01Z-00-DX1.90641552-B556-4020-AA11-21E754BD5891.h5,119160360,True,"[1, 19120, 1536]","[1, 19120, 2]",coords,19120,1536,True,
TCGA-VQ-AA68-01Z-00-DX1.CF6FBB15-5887-4406-946A-AF93918EC318,TCGA-VQ-AA68,TCGA-VQ-AA68-01Z-00-DX1.CF6FBB15-5887-4406-946A-AF93918EC318.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-AA68-01Z-00-DX1.CF6FBB15-5887-4406-946A-AF93918EC318.h5,116281624,True,"[1, 18658, 1536]","[1, 18658, 2]",coords,18658,1536,True,
TCGA-VQ-AA69-01Z-00-DX1.1EEF2AD7-6470-44B5-9E87-E77AE47262F0,TCGA-VQ-AA69,TCGA-VQ-AA69-01Z-00-DX1.1EEF2AD7-6470-44B5-9E87-E77AE47262F0.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-AA69-01Z-00-DX1.1EEF2AD7-6470-44B5-9E87-E77AE47262F0.h5,77700688,True,"[1, 12466, 1536]","[1, 12466, 2]",coords,12466,1536,True,
TCGA-VQ-AA6A-01Z-00-DX1.52D958F4-34B3-43F1-9DAC-960E69C958CA,TCGA-VQ-AA6A,TCGA-VQ-AA6A-01Z-00-DX1.52D958F4-34B3-43F1-9DAC-960E69C958CA.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-AA6A-01Z-00-DX1.52D958F4-34B3-43F1-9DAC-960E69C958CA.h5,99607480,True,"[1, 15982, 1536]","[1, 15982, 2]",coords,15982,1536,True,
TCGA-VQ-AA6B-01Z-00-DX1.C6CB7290-4A83-4963-8840-68BC208D1232,TCGA-VQ-AA6B,TCGA-VQ-AA6B-01Z-00-DX1.C6CB7290-4A83-4963-8840-68BC208D1232.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-AA6B-01Z-00-DX1.C6CB7290-4A83-4963-8840-68BC208D1232.h5,89856736,True,"[1, 14417, 1536]","[1, 14417, 2]",coords,14417,1536,True,
TCGA-VQ-AA6D-01Z-00-DX1.C1D51961-84D7-4AA6-9645-60120B105A68,TCGA-VQ-AA6D,TCGA-VQ-AA6D-01Z-00-DX1.C1D51961-84D7-4AA6-9645-60120B105A68.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-AA6D-01Z-00-DX1.C1D51961-84D7-4AA6-9645-60120B105A68.h5,79206432,True,"[1, 12708, 1536]","[1, 12708, 2]",coords,12708,1536,True,
TCGA-VQ-AA6F-01Z-00-DX1.EA90F7CF-FE3F-4FED-A8E0-C83FEE96F4CA,TCGA-VQ-AA6F,TCGA-VQ-AA6F-01Z-00-DX1.EA90F7CF-FE3F-4FED-A8E0-C83FEE96F4CA.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-AA6F-01Z-00-DX1.EA90F7CF-FE3F-4FED-A8E0-C83FEE96F4CA.h5,108379952,True,"[1, 17390, 1536]","[1, 17390, 2]",coords,17390,1536,True,
TCGA-VQ-AA6G-01Z-00-DX1.3BDB7578-931A-47DB-933F-C7CA7CD50EDE,TCGA-VQ-AA6G,TCGA-VQ-AA6G-01Z-00-DX1.3BDB7578-931A-47DB-933F-C7CA7CD50EDE.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-AA6G-01Z-00-DX1.3BDB7578-931A-47DB-933F-C7CA7CD50EDE.h5,87804120,True,"[1, 14087, 1536]","[1, 14087, 2]",coords,14087,1536,True,
TCGA-VQ-AA6I-01Z-00-DX1.B11762F9-1DA7-4140-8F45-2B372B497379,TCGA-VQ-AA6I,TCGA-VQ-AA6I-01Z-00-DX1.B11762F9-1DA7-4140-8F45-2B372B497379.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-AA6I-01Z-00-DX1.B11762F9-1DA7-4140-8F45-2B372B497379.h5,110966952,True,"[1, 17805, 1536]","[1, 17805, 2]",coords,17805,1536,True,
TCGA-VQ-AA6J-01Z-00-DX1.212AF324-26E9-4807-A64B-6325D6E94507,TCGA-VQ-AA6J,TCGA-VQ-AA6J-01Z-00-DX1.212AF324-26E9-4807-A64B-6325D6E94507.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-AA6J-01Z-00-DX1.212AF324-26E9-4807-A64B-6325D6E94507.h5,102658920,True,"[1, 16472, 1536]","[1, 16472, 2]",coords,16472,1536,True,
TCGA-VQ-AA6K-01Z-00-DX1.8AF14797-0C31-4DF3-94A4-868EC96E7BB1,TCGA-VQ-AA6K,TCGA-VQ-AA6K-01Z-00-DX1.8AF14797-0C31-4DF3-94A4-868EC96E7BB1.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-VQ-AA6K-01Z-00-DX1.8AF14797-0C31-4DF3-94A4-868EC96E7BB1.h5,6220792,True,"[1, 994, 1536]","[1, 994, 2]",coords,994,1536,True,
TCGA-ZA-A8F6-01Z-00-DX1.89510833-5BC8-4983-817E-0E9244824168,TCGA-ZA-A8F6,TCGA-ZA-A8F6-01Z-00-DX1.89510833-5BC8-4983-817E-0E9244824168.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-ZA-A8F6-01Z-00-DX1.89510833-5BC8-4983-817E-0E9244824168.h5,45609344,True,"[1, 7315, 1536]","[1, 7315, 2]",coords,7315,1536,True,
TCGA-ZQ-A9CR-01Z-00-DX1.C9AC9991-7054-4068-A7AA-9D1EB7F040A3,TCGA-ZQ-A9CR,TCGA-ZQ-A9CR-01Z-00-DX1.C9AC9991-7054-4068-A7AA-9D1EB7F040A3.h5,tcga_stad_uni2h/TCGA-STAD/features/TCGA-ZQ-A9CR-01Z-00-DX1.C9AC9991-7054-4068-A7AA-9D1EB7F040A3.h5,137982256,True,"[1, 22141, 1536]","[1, 22141, 2]",coords,22141,1536,True,
