epoch,train_loss,val_score
1,0.5630758686466737,0.875
2,0.34796018155460107,1.0
3,0.22906267064266858,0.9166666666666666
4,0.1803189413044899,0.9166666666666666
5,0.15811289760923172,0.9166666666666666
6,0.05471694435103192,0.8333333333333334
7,0.1357796322239781,0.875
8,0.03572875935481514,0.9166666666666666
9,0.025278280357869855,0.9166666666666666
10,0.10930360267068844,0.9166666666666666
11,0.01486058982468131,0.9166666666666666
12,0.0014020536689365163,0.875
13,0.0007612124104932089,0.875
14,0.00045382577329601575,0.875
15,0.0004209319643547481,0.875
16,0.0002449553832814266,0.875
17,0.00019343526092075564,0.875
18,0.0005678578827931407,0.9166666666666666
19,0.2010002766977042,0.8333333333333334
20,0.08970130238269625,0.875
21,0.1093733825861412,0.8333333333333334
22,0.017647092441280193,0.9166666666666666
23,0.1133609587751438,1.0
24,0.01752051880404829,1.0
25,0.0018219814563982507,1.0
26,0.001599683755379606,0.9583333333333334
27,0.0005366766544806949,1.0
28,0.00040218268296349436,1.0
29,0.00037715114368883735,1.0
30,0.0002631060896129248,1.0
