epoch,train_loss,val_score
1,0.3926074269103438,
2,0.28295834291274263,
3,0.23593059004646738,
4,0.1546481307342778,
5,0.09847257262726958,
6,0.10188830271676483,
7,0.05780374170094363,
8,0.026975809412557086,
9,0.03846952772156764,
10,0.0014564465436950793,
11,0.0005434001763646216,
12,0.0003485121123305827,
13,0.00027401451147179693,
14,0.00025328162181449036,
15,0.0001913360609275429,
16,0.00014524826015953408,
17,0.00012417369471385767,
18,0.00010597918845539298,
19,9.039953700332034e-05,
20,7.667287340840051e-05,
21,7.318396362968858e-05,
22,6.12825113119617e-05,
23,5.684153187545977e-05,
24,5.6059973868356095e-05,
25,4.5561159696250384e-05,
26,4.219251325435027e-05,
27,3.411257615382888e-05,
28,3.827702492532151e-05,
29,3.9438539952325016e-05,
30,3.134692965044443e-05,
