epoch,train_loss,val_score
1,0.3571206220351358,0.8888888888888888
2,0.24508600301862238,0.8888888888888888
3,0.16134620387524495,1.0
4,0.1301516360554973,1.0
5,0.08449215625581193,1.0
6,0.03216295439881233,1.0
7,0.004200379303476941,1.0
8,0.0014503498507497654,1.0
9,0.0003892805218322579,1.0
10,0.0002966411358198805,1.0
11,0.00021443502993590417,1.0
12,0.00015754303459927657,1.0
13,0.0001354398666274179,1.0
14,0.00011655005208090285,1.0
15,8.39442534615568e-05,1.0
16,6.661086464443175e-05,1.0
17,6.707201465998995e-05,1.0
18,5.906212554304573e-05,1.0
19,4.741607513387088e-05,1.0
20,4.2112872239506926e-05,1.0
21,3.9984866240008565e-05,1.0
22,3.677979365942945e-05,1.0
23,3.293412958149194e-05,1.0
24,2.8870720737533237e-05,1.0
25,2.5758636102762738e-05,1.0
26,2.3380629979928538e-05,1.0
27,2.0407741357438624e-05,1.0
28,2.101032522601754e-05,1.0
29,1.757473552989974e-05,1.0
30,1.65714037084012e-05,1.0
