model,threshold,net_benefit_model,net_benefit_treat_all,net_benefit_treat_none,tp,fp,n
M2_msi,0.45,0.05630701478452345,-0.5224913494809689,0.0,31,18,289
M2_msi,0.46,0.054209919261822385,-0.5506856337306163,0.0,31,18,289
M2_msi,0.47,0.0520336880590194,-0.5799438532349677,0.0,31,18,289
M2_msi,0.48,0.04977375565610861,-0.6103273888741017,0.0,31,18,289
M2_msi,0.49,0.04742519845308367,-0.6419024357147702,0.0,31,18,289
M2_msi,0.5,0.044982698961937725,-0.6747404844290656,0.0,31,18,289
M2_msi,0.51,0.04244050561401032,-0.7089188616623119,0.0,31,18,289
M2_msi,0.52,0.039792387543252594,-0.7445213379469435,0.0,31,18,289
M2_msi,0.53,0.03357137598468672,-0.7816388132224106,0.0,30,18,289
M2_msi,0.54,0.02723032947194222,-0.8203700917707237,0.0,29,18,289
M2_msi,0.55,0.024221453287197214,-0.8608227604767398,0.0,29,18,289
M2_msi,0.56,0.021075810003145637,-0.9031141868512111,0.0,29,18,289
M2_msi,0.57,0.017783857729138194,-0.9473726563128668,0.0,29,18,289
M2_msi,0.58,0.01433514582303512,-0.9937386719393637,0.0,29,18,289
M2_msi,0.59,0.010718204067853843,-1.0423664444256895,0.0,29,18,289
M2_msi,0.6,0.006920415224913504,-1.0934256055363318,0.0,29,18,289
M2_msi,0.61,0.0029278679797710983,-1.1471031851654687,0.0,29,18,289
M2_msi,0.62,-0.0012748133309051085,-1.20360590056456,0.0,29,18,289
M2_msi,0.63,-0.005704666604320577,-1.2631628167960347,0.0,29,18,289
M2_msi,0.64,-0.004229142637447142,-1.3260284505959246,0.0,29,17,289
M2_msi,0.65,-0.00889767671774594,-1.3924864063272369,0.0,29,17,289
M2_msi,0.66,-0.007123956849175675,-1.4628536535721555,0.0,29,16,289
M2_msi,0.67,-0.012058299255531119,-1.5374855824682816,0.0,29,16,289
M2_msi,0.68,-0.017301038062283766,-1.6167820069204155,0.0,29,16,289
M2_msi,0.69,-0.022882018082375236,-1.7011943297242988,0.0,29,16,289
M2_msi,0.7,-0.02076124567474047,-1.7912341407151091,0.0,29,15,289
M2_msi,0.71,-0.026727120868631424,-1.8874835938432164,0.0,29,15,289
M2_msi,0.72,-0.03311913000494314,-1.9906080079090458,0.0,29,15,289
M2_msi,0.73,-0.03998462129950016,-2.101371267461232,0.0,29,15,289
M2_msi,0.74,-0.04737822730902312,-2.220654777748203,0.0,29,15,289
M2_msi,0.75,-0.05536332179930796,-2.3494809688581313,0.0,29,15,289
M2_msi,0.76,-0.0530565167243368,-2.489042675893887,0.0,29,14,289
M2_msi,0.77,-0.061832405596509724,-2.640740183541447,0.0,29,14,289
M2_msi,0.78,-0.07140610254797107,-2.8062283737024223,0.0,29,14,289
M2_msi,0.79,-0.0818915801614764,-2.9874773438787283,0.0,29,14,289
