model,threshold,net_benefit_model,net_benefit_treat_all,net_benefit_treat_none,tp,fp,n
M5_clinical,0.42,-0.14282305214174912,-0.2886290418804438,0.0,63,144,289
M5_clinical,0.43,-0.1474534086080252,-0.31123656893097795,0.0,63,140,289
M5_clinical,0.44,-0.15521502718734548,-0.33465150766188834,0.0,62,136,289
M5_clinical,0.45,-0.14847436300723496,-0.35891789871028623,0.0,61,127,289
M5_clinical,0.46,-0.14122773292323468,-0.38408304498269896,0.0,58,116,289
M5_clinical,0.47,-0.15029052686557418,-0.4101978194163347,0.0,55,111,289
M5_clinical,0.48,-0.16555762576523825,-0.4373170082512643,0.0,50,106,289
M5_clinical,0.49,-0.17701336589999317,-0.4654996946875636,0.0,43,98,289
M5_clinical,0.5,-0.17301038062283736,-0.4948096885813149,0.0,40,90,289
M5_clinical,0.51,-0.18155497493114894,-0.5253160087564438,0.0,36,85,289
M5_clinical,0.52,-0.15628604382929642,-0.5570934256055364,0.0,35,74,289
M5_clinical,0.53,-0.1498196274755209,-0.5902230729588458,0.0,30,65,289
M5_clinical,0.54,-0.14969159019106365,-0.6247931397622989,0.0,26,59,289
M5_clinical,0.55,-0.1376393694732796,-0.660899653979239,0.0,25,53,289
M5_clinical,0.56,-0.1371500471846493,-0.698647373387858,0.0,24,50,289
M5_clinical,0.57,-0.12682063249376352,-0.7381508006759473,0.0,23,45,289
M5_clinical,0.58,-0.10677212061295105,-0.7795353435491842,0.0,23,39,289
M5_clinical,0.59,-0.0897122120010127,-0.8229386446113595,0.0,23,34,289
M5_clinical,0.6,-0.10899653979238753,-0.8685121107266435,0.0,18,33,289
M5_clinical,0.61,-0.11977641735427204,-0.9164226776683525,0.0,17,33,289
M5_clinical,0.62,-0.10398834456383174,-0.966854853396467,0.0,14,27,289
M5_clinical,0.63,-0.1023099223791265,-1.0200130926774524,0.0,13,25,289
M5_clinical,0.64,-0.10265282583621685,-1.0761245674740487,0.0,13,24,289
M5_clinical,0.65,-0.10627780523974298,-1.1354424122590214,0.0,12,23,289
M5_clinical,0.66,-0.09953185426419706,-1.1982495420313457,0.0,12,21,289
M5_clinical,0.67,-0.08839257628184966,-1.264863164517144,0.0,11,18,289
M5_clinical,0.68,-0.09039792387543255,-1.335640138408305,0.0,10,17,289
M5_clinical,0.69,-0.08438441790378387,-1.4109833686795397,0.0,9,15,289
M5_clinical,0.7,-0.08996539792387542,-1.491349480968858,0.0,9,15,289
M5_clinical,0.71,-0.09784035317981146,-1.5772580837608876,0.0,6,14,289
M5_clinical,0.72,-0.09490855165595649,-1.6693030153237762,0.0,6,13,289
M5_clinical,0.73,-0.0727925156990901,-1.7681660899653977,0.0,6,10,289
M5_clinical,0.74,-0.07133351077987754,-1.8746340165025281,0.0,5,9,289
M5_clinical,0.75,-0.0657439446366782,-1.9896193771626298,0.0,5,8,289
M5_clinical,0.76,-0.059400230680507496,-2.114186851211073,0.0,5,7,289
M5_clinical,0.77,-0.07070859034150745,-2.2495862795245976,0.0,3,7,289
M5_clinical,0.78,-0.05095942120163575,-2.397294746775716,0.0,3,5,289
M5_clinical,0.79,-0.05816444224748724,-2.5590706870983695,0.0,2,5,289
M5_clinical,0.8,-0.04844290657439448,-2.7370242214532876,0.0,2,4,289
M5_clinical,0.81,-0.03733381897650702,-2.9337097067929347,0.0,2,3,289
M5_clinical,0.82,-0.04036908881199537,-3.152249134948096,0.0,2,3,289
M5_clinical,0.83,-0.013433747201302661,-3.3964990840626896,0.0,1,1,289
M5_clinical,0.84,0.0034602076124567475,-3.671280276816608,0.0,1,0,289
M5_clinical,0.85,0.0034602076124567475,-3.982698961937716,0.0,1,0,289
M5_clinical,0.86,0.0034602076124567475,-4.3386060306475525,0.0,1,0,289
M5_clinical,0.87,0.0034602076124567475,-4.749268033005056,0.0,1,0,289
M5_clinical,0.88,0.0034602076124567475,-5.228373702422146,0.0,1,0,289
M5_clinical,0.89,0.0,-5.794589493551432,0.0,0,0,289
M5_clinical,0.9,0.0,-6.474048442906576,0.0,0,0,289
M5_clinical,0.91,0.0,-7.304498269896196,0.0,0,0,289
M5_clinical,0.92,0.0,-8.342560553633223,0.0,0,0,289
M5_clinical,0.93,0.0,-9.677212061295114,0.0,0,0,289
M5_clinical,0.94,0.0,-11.45674740484428,0.0,0,0,289
M5_clinical,0.95,0.0,-13.948096885813136,0.0,0,0,289
M5_clinical,0.96,0.0,-17.68512110726642,0.0,0,0,289
M5_clinical,0.97,0.0,-23.91349480968856,0.0,0,0,289
M5_clinical,0.98,0.0,-36.37024221453284,0.0,0,0,289
M5_clinical,0.99,0.0,-73.74048442906567,0.0,0,0,289
