epoch,train_loss,val_score
1,0.3964541978599512,
2,0.28887499991654014,
3,0.2351865583086896,
4,0.1890165601413793,
5,0.12305249192749595,
6,0.06809595078524042,
7,0.031361943850030743,
8,0.014085842058120109,
9,0.00527400180356451,
10,0.0035056797364035604,
11,0.0021077394642983432,
12,0.0014864147958328503,
13,0.0008534551884243319,
14,0.0006810519831986229,
15,0.000623596874628029,
16,0.0003211641143194573,
17,0.0004177141887995142,
18,0.00035203718895153116,
19,0.00024687546271002044,
20,0.00019975940777802425,
21,0.0002432988475513056,
22,0.0001284795767488726,
23,0.00021606331242164713,
24,0.00013367261394417525,
25,7.927524444055497e-05,
26,9.828317955179292e-05,
27,6.109472358854155e-05,
28,6.159132674902455e-05,
29,3.4719021445501276e-05,
30,3.6310756203276914e-05,
