epoch,train_loss,val_score
1,0.6033333882964151,0.675
2,0.44078884241149724,0.8083333333333333
3,0.290961941502439,0.7833333333333334
4,0.21206253327585944,0.7583333333333333
5,0.165343374533612,0.775
6,0.10906154177838846,0.7916666666666667
7,0.0753069595301128,0.7583333333333333
8,0.050661324168929496,0.8
9,0.018930548252549247,0.7666666666666667
10,0.02735561685901307,0.7416666666666667
11,0.011209729755007305,0.75
12,0.004265061766119385,0.7416666666666667
13,0.0027330518310459766,0.7416666666666667
14,0.0020685193676960225,0.75
15,0.0011787726305101387,0.75
16,0.0011609503035061484,0.7416666666666667
17,0.000700071351890186,0.7416666666666667
18,0.0006622785350446129,0.7416666666666667
19,0.0004458086380987612,0.7416666666666667
20,0.0003941148415017617,0.7416666666666667
21,0.00031388236126243785,0.75
22,0.00039697186893856187,0.7666666666666666
23,0.00020292451624634406,0.7583333333333333
24,0.00022379983689703806,0.75
25,0.0004222312413066787,0.75
26,0.0001512092515070004,0.75
27,0.00011610177033645903,0.75
28,9.251962584064512e-05,0.7583333333333333
29,8.917607494917035e-05,0.7583333333333333
30,9.006663234440419e-05,0.7583333333333333
