epoch,train_loss
1,0.5625741861725305
2,0.3461127418283179
3,0.23189697229254866
4,0.1604100875476468
5,0.12350897576441432
6,0.08152588996900355
7,0.04110838959146108
8,0.018449269402015626
9,0.009065788644556313
10,0.0054818551726940655
11,0.003626638702828468
12,0.0025190526308437413
13,0.00202231820858546
14,0.001433071268934866
15,0.001133640212969483
