epoch,train_loss
1,0.5431313947335167
2,0.36510231579601204
3,0.24068469973281026
4,0.19235638146099793
5,0.1279860387168021
6,0.0872066126532857
7,0.05373306296064155
8,0.016987627601810225
9,0.0077344797023301305
10,0.00494195984409106
11,0.0031063908204658837
12,0.0024175572075814927
13,0.0018178888556271973
14,0.001525902584992824
15,0.0010501182808088786
