epoch,train_loss
1,0.5794961468655934
2,0.4610901657463044
3,0.3418459669766269
4,0.22744670944909254
5,0.14393326369034806
6,0.0951899182847376
7,0.04839560455780714
8,0.031261068268732324
9,0.020302821849017088
10,0.010123264585369421
11,0.0070929518288728784
12,0.0054203401942341
13,0.0039765393570308704
14,0.002936333916894832
15,0.002472703607660757
