epoch,train_loss
1,0.5531526230709646
2,0.36281169853308826
3,0.2701278274457278
4,0.1949388643885506
5,0.1487238049504033
6,0.09632748402029251
7,0.06134140712300313
8,0.03751117495526557
9,0.018282659748250614
10,0.009432002352404753
11,0.005681462267492535
12,0.004008204947277829
13,0.002893645357364698
14,0.0021099993896027142
15,0.0015720318372777866
