epoch,train_loss
1,0.5593979014441944
2,0.35329926958701646
3,0.24797390797791125
4,0.1990354904482956
5,0.1490251278418537
6,0.100214342261167
7,0.07199137282770188
8,0.06800473598741519
9,0.030264949168755405
10,0.012156585335201971
11,0.00682485232620313
12,0.00438872283394814
13,0.003271438955008622
14,0.0023482169990059606
15,0.0017634503192224516
