epoch,train_loss,val_score
1,0.572200704772364,0.8214285714285714
2,0.4365472183816812,0.8690476190476191
3,0.30231453285721893,0.9226190476190476
4,0.19648885281904685,0.9404761904761905
5,0.15394756637450138,0.9404761904761905
6,0.08544919089340097,0.9404761904761905
7,0.04984988355449786,0.9285714285714286
8,0.037021750304037676,0.9345238095238095
9,0.009871024190178187,0.9404761904761905
10,0.0033564534577139554,0.9404761904761905
11,0.002042671018916115,0.9404761904761905
12,0.0017414615450547899,0.9404761904761905
13,0.001105184479276421,0.9404761904761905
14,0.000893851918320882,0.9404761904761905
15,0.0005142143407381444,0.9404761904761905
16,0.00041528514244078,0.9404761904761905
17,0.0003640713528883762,0.9404761904761905
18,0.0002620943464887918,0.9404761904761905
19,0.000297385278990186,0.9404761904761905
20,0.00023574550341804598,0.9404761904761905
21,0.00018391090112139998,0.9404761904761905
22,0.0001333073035582802,0.9404761904761905
23,0.00010586682276577361,0.9404761904761905
24,0.00011194544960298329,0.9404761904761905
25,0.00010176233751544508,0.9404761904761905
26,6.244520234869423e-05,0.9404761904761905
27,6.348842122401973e-05,0.9404761904761905
28,8.182546096393976e-05,0.9404761904761905
29,4.313062038457231e-05,0.9404761904761905
30,3.19250869367884e-05,0.9404761904761905
