epoch,train_loss,val_score
1,1.1738007300337066,0.9325028256916802
2,0.7602948793815658,0.9724556489262373
3,0.5733442877694931,0.9713376578701656
4,0.32489223057830147,0.9197012138188608
5,0.3533797424261546,0.9665831244778613
6,0.23798525624912684,0.9586466165413534
7,0.1665523684617015,0.9464101430045703
8,0.10571492660316668,0.9493955476927614
9,0.06266638467134282,0.9182146542827657
10,0.06308315891716128,0.8826355103444886
11,0.036534623447033024,0.9220354808590102
12,0.006888081977924858,0.9649859943977591
13,0.003408458827125042,0.9570494864612512
14,0.0025025592768938604,0.9649859943977591
15,0.0020182757529288095,0.9649859943977591
16,0.0017052769440126024,0.9649859943977591
17,0.001341955208234205,0.9649859943977591
18,0.0012905457622952123,0.9649859943977591
19,0.0010043529301856733,0.9649859943977591
20,0.0010040531303230338,0.9729225023342671
21,0.0008574158666893472,0.9729225023342671
22,0.0007452309703780129,0.9764730453584942
23,0.0006910144883122362,0.9764730453584942
24,0.00057558900805351,0.9764730453584942
25,0.0005052384828799926,0.9764730453584942
26,0.0004715852179296206,0.9764730453584942
27,0.0004161201567402644,0.9764730453584942
28,0.00041789788718992057,0.9764730453584942
29,0.00035863702191716484,0.9764730453584942
30,0.0003297202932651493,0.9764730453584942
