epoch,train_loss,val_score
1,1.21113311318641,0.875
2,0.9398525643538922,0.925
3,0.7373667773572689,0.8666666666666667
4,0.5748425806892362,0.9138888888888889
5,0.4857166263542356,0.9055555555555554
6,0.39347804015380966,0.8555555555555554
7,0.2981759464067278,0.8722222222222221
8,0.245250934993655,0.8833333333333333
9,0.19456724480650278,0.875
10,0.167711281177942,0.8555555555555554
11,0.141386429151448,0.85
12,0.12817833073725698,0.8722222222222222
13,0.06915340082336154,0.825
14,0.04508771600932882,0.8444444444444444
15,0.03389378597676646,0.8194444444444444
16,0.035533255145544396,0.8333333333333333
17,0.03582506712633413,0.8416666666666666
18,0.021571759381564748,0.8277777777777777
19,0.01646719226980767,0.8194444444444444
20,0.010229252564586639,0.8194444444444444
21,0.007498903106393131,0.8333333333333333
22,0.005854724408286626,0.8111111111111111
23,0.006440162466604886,0.8194444444444444
24,0.005407393340706336,0.8111111111111111
25,0.03260351931555948,0.8194444444444444
26,0.08381508020007118,0.8805555555555555
27,0.12571483980819972,0.8722222222222222
28,0.021513051844059605,0.8583333333333334
29,0.014716901134592139,0.8305555555555555
30,0.006855645387194202,0.825
