epoch,train_loss,val_score
1,1.2675953368434991,0.8077301095876948
2,1.0017194471952626,0.9611651678215146
3,0.749960219688012,0.9737702098383214
4,0.5967431480708144,0.9737702098383214
5,0.4715900311054403,0.9737702098383214
6,0.37952355405466104,0.9800235883827216
7,0.31614781689810284,0.9858101135190919
8,0.2598188979260941,0.9967320261437909
9,0.2111923568057222,0.967983684701951
10,0.18187485474126305,0.9967320261437909
11,0.1285084397908242,0.9901960784313726
12,0.08225092757277916,0.9858101135190919
13,0.06474590203864121,0.9825421396628827
14,0.057211868114885094,0.9414713253722541
15,0.03754444790290757,0.9578971939653055
16,0.029516047698892114,0.9581797631333235
17,0.020404444940675098,0.9581797631333235
18,0.01709192237530517,0.9458572902845349
19,0.07452528879589877,0.9515578161088998
20,0.12717389670783408,0.9447392992284632
21,0.03886804426480673,0.9414713253722541
22,0.04783159356952485,0.9491252641407439
23,0.05615933633039745,0.9535112290530248
24,0.01671300657276211,0.9535112290530248
25,0.060970232606415944,0.949125264140744
26,0.013009069761930768,0.9414713253722541
27,0.013589773082437476,0.9335348174357462
28,0.007618732094860471,0.9379207823480269
29,0.00795104761259509,0.9223303356430291
30,0.005163553490693707,0.9255983094992383
