epoch,train_loss,val_score
1,0.5010971910276338,0.7267441860465117
2,0.39435767035209696,0.7848837209302326
3,0.3177077215194156,0.8624031007751938
4,0.22864947117333598,0.8953488372093023
5,0.15936023819778988,0.9069767441860465
6,0.13488174211097098,0.9166666666666666
7,0.08022044908880614,0.9205426356589147
8,0.05905569955931332,0.9282945736434108
9,0.038667907112861395,0.9282945736434108
10,0.01639587556677563,0.9263565891472868
11,0.010516032696716653,0.9263565891472869
12,0.004902197697681557,0.9302325581395349
13,0.003426035475476218,0.9244186046511628
14,0.0022468875612555706,0.9244186046511628
15,0.002212160682955472,0.9244186046511628
16,0.0012642593061349882,0.9263565891472868
17,0.0008747263474000199,0.9244186046511628
18,0.0010795848019858546,0.9244186046511628
19,0.0007110930563478412,0.9166666666666666
20,0.0008183447402615527,0.9205426356589147
21,0.0005086066958511694,0.9205426356589147
22,0.00038684995693592436,0.9186046511627907
23,0.0004191569092200982,0.9186046511627907
24,0.00019826465267231764,0.9186046511627907
25,0.00019331661001769295,0.9186046511627907
26,0.0001245044729920562,0.9186046511627907
27,0.0001241571398524847,0.9186046511627907
28,8.344733103165528e-05,0.9186046511627907
29,0.00010979785277548131,0.9166666666666667
30,7.208590921178972e-05,0.9186046511627907
