epoch,train_loss,val_score
1,0.49228239695921605,0.631578947368421
2,0.3599577306272804,0.8421052631578948
3,0.27364865238512054,0.9210526315789473
4,0.1970335891481537,0.9736842105263158
5,0.16763698714185257,0.9736842105263158
6,0.09629769592397944,0.9342105263157895
7,0.05796501629806658,0.9210526315789473
8,0.055385900705078456,0.9473684210526315
9,0.016602665576908596,0.9210526315789473
10,0.007797224138068135,0.9342105263157894
11,0.0045211824591052385,0.9342105263157894
12,0.0038649133576871544,0.9342105263157894
13,0.0026000121655017166,0.9342105263157894
14,0.0016981641163381976,0.9342105263157894
15,0.001162122479253399,0.9342105263157894
16,0.0007756248018524102,0.9342105263157894
17,0.0012322889661006934,0.9473684210526316
18,0.00060476604462273,0.9342105263157894
19,0.0008513905352888063,0.9342105263157894
20,0.0003382551293113278,0.9342105263157894
21,0.00022595429578930966,0.9342105263157894
22,0.00019383846373447782,0.9342105263157894
23,0.00022643967797568361,0.9342105263157894
24,0.0001474843820528651,0.9342105263157894
25,0.0002388098564511126,0.9342105263157894
26,8.110633433922391e-05,0.9342105263157894
27,0.00011499172999455186,0.9473684210526316
28,6.99616228641696e-05,0.9342105263157894
29,7.218830101693876e-05,0.9342105263157894
30,6.473158375095663e-05,0.9342105263157894
